iter	MultiClass
170	0.002782590976
171	0.002750708404
172	0.002726585695
173	0.002685225184
174	0.002678241585
175	0.002656912904
176	0.00264928565
177	0.002620142077
178	0.002610773935
179	0.002605736465
180	0.00256273382
181	0.002552666198
182	0.002542995875
183	0.00250782394
184	0.002482350894
185	0.002450782041
186	0.002445050709
187	0.002419309315
188	0.002413907393
189	0.002406496478
190	0.002401401191
191	0.002393734454
192	0.002372150576
193	0.002368495348
194	0.00234834708
195	0.002344239438
196	0.002326423543
197	0.002309958573
198	0.00230474828
199	0.002292518211
200	0.002286422778
201	0.002246289312
202	0.002240003474
203	0.002236397756
204	0.002198443299
205	0.002182144605
206	0.002172142421
207	0.002165677782
208	0.002161767749
209	0.002139625833
210	0.002135223181
211	0.002123535564
212	0.002111249806
213	0.002097046813
214	0.00208445571
215	0.00207266957
216	0.002056487263
217	0.002052491518
218	0.002038394627
219	0.002024595751
220	0.002019028835
221	0.002016388971
222	0.002010431672
223	0.002006053553
224	0.001991650975
225	0.001984192991
226	0.001975177991
227	0.00197236082
228	0.00196672005
229	0.001958354391
230	0.001957243774
231	0.001932884641
232	0.001929613425
233	0.00192672562
234	0.001921324757
235	0.001916200735
236	0.001902478363
237	0.001898504968
238	0.001894516469
239	0.001890247208
240	0.001868904934
241	0.001858443586
242	0.00185512339
243	0.001850917192
244	0.001844554619
245	0.00182549173
246	0.001823356008
247	0.00181437685
248	0.001811486113
249	0.001808889459
250	0.001784674809
251	0.001763669172
252	0.001759988337
253	0.001746023134
254	0.001722129879
255	0.001714724131
256	0.001708389373
257	0.001693088019
258	0.001681167146
259	0.001670226865
260	0.001667091297
261	0.001658713811
262	0.001651988171
263	0.001649926578
264	0.00164100524
265	0.001636044771
266	0.001620306101
267	0.001606665444
268	0.001590945246
269	0.001581620105
270	0.001560176552
271	0.001557858813
272	0.001556650357
273	0.001551559445
274	0.001548283838
275	0.001544782672
276	0.00153465891
277	0.001533543105
278	0.001517124374
279	0.001508796168
280	0.001502325087
281	0.001497198331
282	0.001488355515
283	0.001483332614
284	0.001482065661
285	0.001479063922
286	0.001476567738
287	0.001473425251
288	0.001469943389
289	0.001457997199
290	0.001456680877
291	0.001453751292
292	0.001442437057
293	0.001435970587
294	0.001430705204
295	0.001429146305
296	0.001426047069
297	0.00141921219
298	0.00141639767
299	0.001409295382
300	0.00140775113
301	0.001404518617
302	0.00139878681
303	0.001384398204
304	0.001383413405
305	0.001371790878
306	0.001359842146
307	0.001353845625
308	0.001352548718
309	0.001349803453
310	0.001340709357
311	0.001328682264
312	0.001321468407
313	0.001313029123
314	0.001304447769
315	0.001299543717
316	0.001298429415
317	0.001289436707
318	0.001282300443
319	0.001267865329
320	0.00125828998
321	0.00125453033
322	0.001252746213
323	0.001242016208
324	0.001237175446
325	0.001236106101
326	0.001232032
327	0.001225308449
328	0.001223619167
329	0.001218349125
330	0.001211977291
331	0.001204526582
332	0.00119781892
333	0.001196915323
334	0.001195020089
335	0.001192732734
336	0.001188220636
337	0.001186899068
338	0.001185486905
339	0.001177727037
340	0.001176205124
341	0.00117387191
342	0.001163593603
343	0.001161648773
344	0.001151779665
345	0.0011504048
346	0.00114903538
347	0.00114585188
348	0.001141038417
349	0.001139379074
350	0.001134299953
351	0.001127936885
352	0.001126568792
353	0.001121483617
354	0.001111598851
355	0.001109494697
356	0.001104811868
357	0.001103316229
358	0.001102164564
359	0.001097016536
360	0.00109658456
361	0.001094266472
362	0.001091421248
363	0.001085722705
364	0.001084017254
365	0.001082818463
366	0.001072163583
367	0.001069315396
368	0.001067399433
369	0.001065211479
370	0.001057662532
371	0.001050930497
372	0.001050175597
373	0.001046768316
374	0.001043370174
375	0.001041905475
376	0.001032065685
377	0.001026637068
378	0.001025115049
379	0.001021020006
380	0.001019833219
381	0.001014429062
382	0.001012364565
383	0.001010971772
384	0.001010468363
385	0.001006736218
386	0.001005538371
387	0.001004615213
388	0.001004126567
389	0.001001447
390	0.001000431373
391	0.0009995279665
392	0.0009952181938
393	0.0009897463955
394	0.0009889926899
395	0.0009843283041
396	0.0009832568879
397	0.000976404304
398	0.0009710884011
399	0.0009667774511
400	0.0009631228105
401	0.0009584477591
402	0.0009498675947
403	0.0009466128405
404	0.0009450795523
405	0.0009441701607
406	0.0009357929741
407	0.0009348931397
408	0.0009305498503
409	0.0009278941401
410	0.0009227841571
411	0.0009222083488
412	0.0009208394472
413	0.000918613444
414	0.0009171012207
415	0.0009141262009
416	0.0009070483825
417	0.0009035575395
418	0.0009014134101
419	0.0009001231659
420	0.0008990583019
421	0.0008945356972
422	0.0008939888157
423	0.0008933664967
424	0.0008915215434
425	0.0008867676149
426	0.0008853781605
427	0.0008842105225
428	0.0008809029397
429	0.0008803470635
430	0.0008797937736
431	0.0008790725192
432	0.0008778064407
433	0.0008739146317
434	0.0008724374273
435	0.0008655461204
436	0.0008639103131
437	0.0008585984689
438	0.0008560535807
439	0.0008552832615
440	0.0008541160127
441	0.000853014114
442	0.0008526558301
443	0.0008518400003
444	0.0008509940827
445	0.0008466152971
446	0.0008454936877
447	0.0008406858968
448	0.0008373365982
449	0.0008353303298
450	0.0008343099133
451	0.0008334127236
452	0.0008327636218
453	0.0008315912792
454	0.0008308455816
455	0.000827539599
456	0.0008257242149
457	0.0008215531542
458	0.0008196984282
459	0.0008192301091
460	0.0008145156689
461	0.0008120440979
462	0.000811125018
463	0.0008101372052
464	0.0008089077628
465	0.0008084020257
466	0.000803441965
467	0.0008026213977
468	0.0007961073098
469	0.0007941169612
470	0.0007923005147
471	0.0007898173733
472	0.0007850038777
473	0.0007826794802
474	0.0007815251713
475	0.0007777897461
476	0.0007759999525
477	0.0007710381899
478	0.0007678747299
479	0.0007670789203
480	0.0007623868382
481	0.00075946267
482	0.0007541738061
483	0.0007525927096
484	0.0007514780334
485	0.0007510547604
486	0.0007490552885
487	0.0007479183804
488	0.0007474700819
489	0.0007458955539
490	0.0007451623299
491	0.0007418127162
492	0.0007410390847
493	0.0007379170146
494	0.0007351535809
495	0.0007322242154
496	0.0007309998826
497	0.0007303862149
498	0.0007285908982
499	0.0007261495259
